,centrocosto,financiadortipo,financiador,tipoimputacion,imputacion,importeimp,fechacobro,tipofactura,factura,fechaemision,importe,fechaentrega
3106,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL TRABAJADORES DE LA INDUSTRIA DEL GAS  ,RECX2  ,7071,7768,9/11/2020,FACB2  ,8750,6/24/2020,9979,7/20/2020
3201,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE BARRACAS DE LANAS, CUE",RECX2  ,7154,17137,9/21/2020,FACB2  ,8767,6/29/2020,18032,7/20/2020
3786,Seguridad Social y Privados,MEDICINA PREPAGA,SANTA SALUD S.A                                   ,RECX2  ,7434,1993.64,10/16/2020,FACA2  ,2814,6/16/2020,99738,7/20/2020
3896,Seguridad Social y Privados,MEDICINA PREPAGA,VISITAR SRL                                       ,RECX2  ,7503,5974,10/23/2020,FACA2  ,2867,6/24/2020,20423,7/20/2020
4065,Seguridad Social y Privados,OS NACIONAL,DIRECCION DE O. S. DEL SERVICIO PENITENCIARIO FED.,RECX2  ,7585,10810,10/29/2020,FACB2  ,8881,6/30/2020,10810,7/20/2020
4482,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE LA REP ARG    ,RECX2  ,7695,5151,11/10/2020,FACB2  ,8671,6/22/2020,49721,7/20/2020
4686,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,7745,407731,11/20/2020,FACB2  ,9103,7/17/2020,553240,7/20/2020
1943,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,6478,1046211.42,7/3/2020,FACB2  ,7213,2/10/2020,1332426.4,2/27/2020
1945,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,6479,699281.64,7/3/2020,FACB2  ,7659,3/19/2020,776998.87,4/28/2020
2577,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,6765,135104.7,8/14/2020,FACB2  ,8523,6/12/2020,26738,7/17/2020
2674,Seguridad Social y Privados,OS NACIONAL,O.S. DE LA ASOC. CIVIL PROSIND. AMAS DE CASA REP. ,RECX2  ,6830,82018,8/25/2020,FACB2  ,8585,6/17/2020,135692.76,7/17/2020
2680,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD LUIS PASTEU,RECX2  ,6856,37686,8/25/2020,FACA2  ,2904,6/30/2020,37686,7/17/2020
2800,Seguridad Social y Privados,MEDICINA PREPAGA,OMINT S.A.                                        ,RECX2  ,6936,42911.51,8/31/2020,FACA2  ,2893,6/30/2020,7462,7/17/2020
2820,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,6921,2052762.74,8/31/2020,FACB2  ,8864,6/30/2020,49944,7/17/2020
3589,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DIRECCION                          ,RECX2  ,7307,44914,10/7/2020,FACB2  ,8856,6/30/2020,47070,7/17/2020
3680,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA,RECX2  ,7351,8982,10/13/2020,FACB2  ,8566,6/16/2020,8982,7/17/2020
2608,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6779,788584,8/19/2020,FAECA  ,253,7/3/2020,793732,7/16/2020
2641,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. CINEMATOGRAFICA     ,RECX2  ,6780,30725.72,8/19/2020,FACB2  ,8681,6/22/2020,43706.72,7/16/2020
2860,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DE,RECX2  ,6958,3699868.81,9/3/2020,FACA2  ,2882,6/29/2020,773811.15,7/16/2020
3685,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE LA DIR. DE LA IND. VITIVINICOLA ,RECX2  ,7366,46560,10/13/2020,FACA2  ,2897,6/30/2020,46560,7/16/2020
4093,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE BOXEADORES AGREMIADOS DE LA REP ARG,RECX2  ,7615,36396,10/30/2020,FACB2  ,8709,6/23/2020,85872.2,7/16/2020
4607,Seguridad Social y Privados,OS NACIONAL,O. S. DE LA CONFED. DE OBREROS Y EMP. MUNIC. ARG. ,RECX2  ,7747,80893.2,11/20/2020,FACB2  ,8725,6/23/2020,80893.2,7/16/2020
4696,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,7742,127634,11/20/2020,FACB2  ,8524,6/12/2020,131705,7/16/2020
1940,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,6480,291496,7/3/2020,FACB2  ,7732,3/27/2020,300703,4/28/2020
1961,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL FERROVIARIA                           ,RECX2  ,6481,550000,7/7/2020,FACB2  ,7516,3/11/2020,132951.51,6/17/2020
1965,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL FERROVIARIA                           ,RECX2  ,6482,550000,7/7/2020,FACB2  ,7779,4/7/2020,1134484.87,4/17/2020
2640,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. DE LA ALIMENTACION  ,RECX2  ,6783,461653.5,8/19/2020,FACB2  ,8689,6/22/2020,81928,7/15/2020
2708,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,6863,297136,8/25/2020,FAECA  ,259,7/13/2020,297136,7/15/2020
2724,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6879,967139.01,8/25/2020,FAECA  ,258,7/13/2020,967139.01,7/15/2020
2819,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL NAVAL                    ,RECX2  ,6938,35292,8/31/2020,FACB2  ,8570,6/16/2020,24959,7/15/2020
3070,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,RECX2  ,7076,3298532.41,9/11/2020,FACA2  ,2883,6/29/2020,504909.27,7/15/2020
3078,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,RECX2  ,7047,61943.64,9/11/2020,FACB2  ,8763,6/29/2020,62567.55,7/15/2020
3321,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL MOSAISTA                 ,RECX2  ,7177,53779,9/24/2020,FACB2  ,8344,5/28/2020,30935,7/15/2020
3531,Seguridad Social y Privados,OS NACIONAL,O.S. DE LOS TRABAJ. DE LAS EMPRESAS DE ELECTRICIDA,RECX2  ,7298,125214,10/6/2020,FACB2  ,8840,6/30/2020,26110,7/15/2020
1966,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL FERROVIARIA                           ,RECX2  ,6483,553226.15,7/7/2020,FACB2  ,7779,4/7/2020,1134484.87,4/17/2020
1955,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE OBRA SOCIAL DE CORRIENTES            ,RECX2  ,6484,700056.42,7/7/2020,FACB2  ,6945,1/13/2020,1095168.41,2/4/2020
2600,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICU,RECX2  ,6817,1579216.9,8/19/2020,FACB2  ,8760,6/29/2020,3794623.28,7/14/2020
2799,Seguridad Social y Privados,MUTUAL,ASOCIACION MUTUAL MEDICA DEL OESTE                ,RECX2  ,6935,51285,8/31/2020,FACB2  ,8571,6/16/2020,51285,7/14/2020
3511,INCLUIR,NINGUNO,AGENCIA NACIONAL DE DISCAPACIDAD                  ,RECX2  ,7275,11863816,10/1/2020,FACB2  ,8993,7/14/2020,11863816,7/14/2020
3566,Seguridad Social y Privados,OS NACIONAL,OS DE EMPL Y PERS JERARQ. DE LA ACT. DEL NEUMATICO,RECX2  ,7287,719771.55,10/6/2020,FACB2  ,8607,6/18/2020,18924,7/14/2020
4394,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,7659,432248,11/6/2020,FACB2  ,8534,6/12/2020,499680,7/14/2020
4691,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,7743,332635.2,11/20/2020,FACB2  ,8544,6/16/2020,368339.2,7/14/2020
1951,Seguridad Social y Privados,MUTUAL,PROGRAMAS MEDICOS SOC ARG DE CONSULTORIA MUTUAL   ,RECX2  ,6485,25964,7/7/2020,FACA2  ,2555,3/27/2020,51928,7/7/2020
1950,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SERENOS DE BUQUES                  ,RECX2  ,6486,957765.56,7/7/2020,FACB2  ,8019,4/29/2020,957765.56,4/29/2020
3100,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,RECX2  ,7046,311277.13,9/11/2020,FACB2  ,8546,6/16/2020,343024.13,7/13/2020
3682,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA,RECX2  ,7353,27104,10/13/2020,FACB2  ,8791,6/30/2020,28104,7/13/2020
3683,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA,RECX2  ,7354,1000,10/13/2020,FACB2  ,8791,6/30/2020,28104,7/13/2020
3880,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE JEFES Y OFICIALES MAQUINISTAS NAVAL,RECX2  ,7464,29996,10/23/2020,FACA2  ,2895,6/30/2020,29996,7/13/2020
3983,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,7526,1400198.96,10/28/2020,FACB2  ,8919,7/8/2020,1840407.96,7/13/2020
1953,Seguridad Social y Privados,OS NACIONAL,ASOC. PERS. DIR. Y JERARQ. DE IND. DEL CIGARRILLO ,RECX2  ,6487,7318,7/7/2020,FACB2  ,8489,6/10/2020,7318,6/22/2020
1956,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,6488,39701,7/7/2020,FACA2  ,2736,5/27/2020,39701,6/3/2020
2609,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,RECX2  ,6787,24297,8/19/2020,FACB2  ,8610,6/18/2020,24297,7/8/2020
2621,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,6781,184358.12,8/19/2020,FAECA  ,255,7/8/2020,228462.72,7/8/2020
2698,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS LEGISLADORES DE LA REPUBLICA AR,RECX2  ,6870,11686,8/25/2020,FACA2  ,2745,5/28/2020,11686,7/8/2020
2743,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE INSTALACIONES SANITARI,RECX2  ,6877,5148,8/25/2020,FACB2  ,8880,6/30/2020,16104,7/8/2020
4070,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD PERFUMIST,RECX2  ,7596,332970,10/29/2020,FACB2  ,8611,6/18/2020,34944,7/8/2020
5077,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,7955,659075.76,12/18/2020,FACB2  ,8723,6/23/2020,1159075.76,7/8/2020
1948,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,6490,1665255.06,7/7/2020,FACB2  ,7707,3/26/2020,631203.09,4/16/2020
2612,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,RECX2  ,6788,34680,8/19/2020,FACB2  ,8599,6/17/2020,49480,7/7/2020
3080,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,7078,3455816.9,9/11/2020,FACA2  ,2856,6/22/2020,584027.63,7/7/2020
3705,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,7357,159784,10/13/2020,FACB2  ,8499,6/11/2020,45730,7/7/2020
4097,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,7604,2368,10/30/2020,FACB2  ,8600,6/17/2020,235587,7/7/2020
1967,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE EMPRESAS FIAT Y EMPRES,RECX2  ,6491,9777,7/7/2020,FACB2  ,7668,3/25/2020,9777,4/8/2020
2554,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE OBRAS Y SERVICIOS     ,RECX2  ,6748,320935.38,8/13/2020,FACA2  ,2830,6/18/2020,15763,7/6/2020
1958,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,6492,717367.81,7/7/2020,FACB2  ,8077,5/7/2020,748192.81,5/15/2020
2765,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. CINEMATOGRAFICA     ,RECX2  ,6858,3661,8/25/2020,FACB2  ,8894,7/3/2020,3661,7/3/2020
3026,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL FERROVIARIA                           ,RECX2  ,7035,6.00E+05,9/9/2020,FACB2  ,8643,6/19/2020,104140,7/3/2020
3346,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS           ,RECX2  ,7191,306372,9/24/2020,FACB2  ,7671,3/25/2020,35784,7/3/2020
3478,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL PLASTICO    ,RECX2  ,7247,341387.4,9/30/2020,FACB2  ,8650,6/19/2020,32948,7/3/2020
4162,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL LADRILLERO               ,RECX2  ,7622,1788548.1,11/3/2020,FACB2  ,8724,6/23/2020,4494509.9,7/3/2020
4163,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL LADRILLERO               ,RECX2  ,7623,1788548.4,11/3/2020,FACB2  ,8724,6/23/2020,4494509.9,7/3/2020
1960,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DEL MTERIO. DE ECON. y OS. y SS.PUB,RECX2  ,6493,495407.91,7/7/2020,FACB2  ,7954,4/24/2020,499806.15,5/15/2020
1947,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE AGUAS,GASEOSAS Y AFINE",RECX2  ,6494,104858,7/7/2020,FACA2  ,2813,6/16/2020,104858,6/24/2020
1949,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. MENS. DEL JOCKEY CLUB DE BS AS     ,RECX2  ,6495,8494,7/7/2020,FACA2  ,2525,3/18/2020,8494,5/11/2020
1957,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,6496,6086817.81,7/7/2020,FACA2  ,2588,4/17/2020,7178397.77,4/23/2020
2501,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,6716,15080,8/12/2020,FACB2  ,8543,6/16/2020,50670,7/2/2020
2508,Seguridad Social y Privados,MEDICINA PREPAGA,MEDICUS S.A.                                      ,RECX2  ,6721,44386.3,8/12/2020,FACA2  ,2804,6/12/2020,45883,7/2/2020
2510,Seguridad Social y Privados,MEDICINA PREPAGA,MEDICUS S.A.                                      ,RECX2  ,6723,138728.57,8/12/2020,FAECA  ,251,7/2/2020,145143.84,7/2/2020
2694,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS LEGISLADORES DE LA REPUBLICA AR,RECX2  ,6869,12466,8/25/2020,FACA2  ,2845,6/19/2020,12466,7/2/2020
2739,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,6866,823492.68,8/25/2020,FACB2  ,8308,5/28/2020,1032815.11,7/2/2020
2853,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DE,RECX2  ,6956,15958,9/3/2020,FACA2  ,2840,6/19/2020,21106,7/2/2020
2870,Seguridad Social y Privados,MEDICINA PREPAGA,MEDICUS S.A.                                      ,RECX2  ,7013,278755.59,9/7/2020,FACA2  ,2804,6/12/2020,45883,7/2/2020
3097,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7077,786952.28,9/11/2020,FACB2  ,8122,5/14/2020,873941.28,7/2/2020
3246,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7157,236067.5,9/21/2020,FACB2  ,7874,4/17/2020,1204035.55,7/2/2020
3797,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,7419,26084,10/16/2020,FACB2  ,8634,6/19/2020,225186,7/2/2020
4017,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,7561,192414,10/28/2020,FACB2  ,8555,6/16/2020,194491,7/2/2020
1969,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,6497,821970.53,7/8/2020,FACB2  ,8132,5/15/2020,616714.7,5/20/2020
1970,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,6498,273990.17,7/8/2020,FACB2  ,8132,5/15/2020,616714.7,5/20/2020
1974,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LA FED. ARG. DE TRAB. DE LUZ Y FUER,RECX2  ,6499,384336.22,7/14/2020,FACA2  ,2496,3/10/2020,36341,6/24/2020
2318,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL TECNICO AERONAUTICO      ,RECX2  ,6697,14723,8/11/2020,FACB2  ,8427,6/5/2020,14723,7/1/2020
2493,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE AGUAS,GASEOSAS Y AFINE",RECX2  ,6726,439710.54,8/12/2020,FACA2  ,2541,3/25/2020,103484,7/1/2020
2515,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6729,646590,8/12/2020,FAECA  ,250,6/30/2020,177367.54,7/1/2020
2579,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,6767,69063,8/14/2020,FACB2  ,8703,6/23/2020,69063,7/1/2020
2864,Seguridad Social y Privados,OS PROVINCIAL,INST. PROVINCIAL DE SALUD DE LA PROVINCIA DE SALTA,RECX2  ,6960,13980,9/4/2020,FACB2  ,8416,6/3/2020,13980,7/1/2020
3053,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,7045,152842,9/11/2020,FAECA  ,249,6/30/2020,232102.08,7/1/2020
3287,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,7197,685155,9/24/2020,FACB2  ,8624,6/19/2020,1857469,7/1/2020
4056,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL FIBROCEMENTO,RECX2  ,7578,129906.73,10/28/2020,FACA2  ,2810,6/16/2020,129906.73,7/1/2020
4076,Seguridad Social y Privados,OS NACIONAL,DIRECCION DE O. S. DEL SERVICIO PENITENCIARIO FED.,RECX2  ,7586,192735.33,10/29/2020,FACB2  ,8422,6/5/2020,192735.33,7/1/2020
5026,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ASOCIACION DEL PERSONAL SUPERIOR DE LA,RECX2  ,7930,22255.08,12/15/2020,FACB2  ,8414,6/3/2020,11280,7/1/2020
2521,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6727,175801.77,8/12/2020,FAECA  ,243,6/29/2020,175801.77,6/30/2020
2522,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6728,1070054.68,8/12/2020,FAECA  ,248,6/30/2020,1070054.68,6/30/2020
2605,Seguridad Social y Privados,MEDICINA PREPAGA,SCIS SOCIEDAD ANONIMA                             ,RECX2  ,6810,9296,8/19/2020,FACA2  ,2769,6/5/2020,9296,6/30/2020
2908,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ESCRIBANOS            ,RECX2  ,6962,650700.87,9/7/2020,FACB2  ,8419,6/3/2020,31804,6/30/2020
2943,Seguridad Social y Privados,OS NACIONAL,O.S. ASOC. MUTUAL DE LOS OB. CATOLICOS PADRE GROTE,RECX2  ,6977,744463.87,9/7/2020,FACB2  ,8542,6/12/2020,80286,6/30/2020
2966,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA,RECX2  ,6975,173902.24,9/7/2020,FACB2  ,8516,6/12/2020,173902.24,6/30/2020
3978,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VENDEDORES AMBULANTES DE LA REPUBLI,RECX2  ,7573,828994,10/28/2020,FACB2  ,8667,6/22/2020,828994,6/30/2020
4500,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,7700,3497545.37,11/10/2020,FACB2  ,8737,6/24/2020,3574752.77,6/30/2020
1976,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DIRECCION                          ,RECX2  ,6500,900,7/15/2020,FACB2  ,8237,5/21/2020,900,6/2/2020
2846,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE LAS TELECOMUNICAC. DE LA REP. AR,RECX2  ,6955,120926.83,9/2/2020,FACA2  ,2885,6/29/2020,36623,6/29/2020
3286,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,7196,6296561.83,9/24/2020,FACB2  ,8758,6/29/2020,8661564.47,6/29/2020
1977,Seguridad Social y Privados,OS NACIONAL,O.S. ASOC. MUTUAL DE LOS OB. CATOLICOS PADRE GROTE,RECX2  ,6501,1065859.73,7/17/2020,FACB2  ,7844,4/15/2020,1081678.73,4/28/2020
1998,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL LADRILLERO               ,RECX2  ,6502,1170995.45,7/17/2020,FACB2  ,5003,4/8/2019,518949.69,5/14/2019
2030,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE CEMENTERIOS           ,RECX2  ,6503,8379,7/17/2020,FACB2  ,7694,3/25/2020,8379,5/11/2020
2031,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE CEMENTERIOS           ,RECX2  ,6504,12429,7/17/2020,FACB2  ,7454,2/28/2020,12429,5/11/2020
2516,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6731,1174543.94,8/12/2020,FAECA  ,241,6/23/2020,1221839.29,6/26/2020
2582,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,6770,72700.7,8/14/2020,FACB2  ,8433,6/5/2020,72700.7,6/26/2020
2607,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE FOTOGRAFOS                         ,RECX2  ,6792,43139,8/19/2020,FACB2  ,7823,4/13/2020,23866,6/26/2020
2753,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PORTUARIOS ARGENTINOS              ,RECX2  ,6900,50915,8/25/2020,FACB2  ,7449,2/28/2020,42944,6/26/2020
3084,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,7056,56985,9/11/2020,FACB2  ,8507,6/11/2020,21635,6/26/2020
3945,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LADRILLER,RECX2  ,7508,420956,10/26/2020,FACB2  ,8729,6/23/2020,181543,6/26/2020
4574,Seguridad Social y Privados,OS NACIONAL,O.S. DE LOS  SUPERV. DE LA IND. METALMECANICA REP.,RECX2  ,7727,653543,11/19/2020,FACB2  ,8547,6/16/2020,664824,6/26/2020
1339,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE TELECOMUNIC. SINDICATO BS. AS.  ,RECX2  ,6139,22715,5/20/2020,FACA2  ,2556,4/2/2020,22715,6/25/2020
1343,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE TELECOMUNIC. SINDICATO BS. AS.  ,RECX2  ,6144,21940.79,5/20/2020,FACA2  ,2459,2/26/2020,21940.79,6/25/2020
1814,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE TELECOMUNIC. SINDICATO BS. AS.  ,RECX2  ,6382,5631,6/26/2020,FACB2  ,8195,5/21/2020,6595,6/25/2020
1991,Seguridad Social y Privados,OS NACIONAL,O.S. DE LAS ASOCIACIONES DE EMPL. DE FARMACIA     ,RECX2  ,6505,391455.68,7/17/2020,FACB2  ,8236,5/21/2020,3056,6/27/2020
2038,Seguridad Social y Privados,OS NACIONAL,O.S. PERS. JERARQ. DE LA IND. GRAF. y AGUA y ENERG,RECX2  ,6506,31834,7/17/2020,FACB2  ,6753,12/16/2019,38911,1/16/2020
2025,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,6507,120266.52,7/17/2020,FACA2  ,2638,4/28/2020,64546,5/7/2020
2006,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,6508,5162,7/17/2020,FACA2  ,2763,6/1/2020,5162,6/5/2020
1978,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,6509,10156311.75,7/17/2020,FACB2  ,7429,2/28/2020,12694464.28,3/18/2020
1980,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,6510,6648689.44,7/17/2020,FACB2  ,7556,3/13/2020,8339866.18,4/3/2020
